warrior_level,weapon,bomb,opponent,trial,outcome,turns,bombs_thrown,bombs_hit,bomb_damage_total,melee_swings,warrior_hp_remaining,warrior_max_hp,opponents_alive,opponents_total
1,KATANA,CHERRY_BOMB,UNIQUE_SOLDIER_BUG,0,win,13,10,11,74,1,24.00,25.00,0,3
1,KATANA,CHERRY_BOMB,UNIQUE_SOLDIER_BUG,1,win,12,10,10,79,0,25.00,25.00,0,3
1,KATANA,CHERRY_BOMB,UNIQUE_SOLDIER_BUG,2,win,10,8,10,77,0,24.00,25.00,0,3
1,KATANA,CHERRY_BOMB,UNIQUE_SPIDER,0,win,10,5,7,48,0,25.00,25.00,0,3
1,KATANA,CHERRY_BOMB,UNIQUE_SPIDER,1,win,9,6,6,41,0,25.00,25.00,0,3
1,KATANA,CHERRY_BOMB,UNIQUE_SPIDER,2,win,7,5,6,52,0,25.00,25.00,0,3
1,KATANA,CHERRY_BOMB,WOLF,0,win,16,10,10,80,1,7.00,25.00,0,3
1,KATANA,CHERRY_BOMB,WOLF,1,win,10,8,10,88,0,19.00,25.00,0,3
1,KATANA,CHERRY_BOMB,WOLF,2,win,15,10,11,82,1,2.00,25.00,0,3
1,KATANA,FIRE_BOMB,BARBARIAN_PRINCESS,0,win,7,5,7,68,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,BARBARIAN_PRINCESS,1,win,8,6,9,84,0,13.00,25.00,0,3
1,KATANA,FIRE_BOMB,BARBARIAN_PRINCESS,2,win,8,6,8,86,0,6.00,25.00,0,3
1,KATANA,FIRE_BOMB,BAT,0,win,7,2,2,20,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,BAT,1,win,5,3,3,32,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,BAT,2,win,4,2,2,28,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,BLACK_ANT,0,win,6,3,4,47,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,BLACK_ANT,1,win,10,4,5,46,0,17.00,25.00,0,3
1,KATANA,FIRE_BOMB,BLACK_ANT,2,win,5,3,3,34,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,BLAZING_FIREMOUSE,0,win,4,3,3,42,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,BLAZING_FIREMOUSE,1,win,4,3,3,28,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,BLAZING_FIREMOUSE,2,win,4,3,3,41,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,BLOB,0,win,11,7,13,127,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,BLOB,1,win,11,8,12,124,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,BLOB,2,loss,12,5,9,97,0,0.00,25.00,1,3
1,KATANA,FIRE_BOMB,BUG_PRODIGY,0,win,11,6,8,74,0,17.00,25.00,0,3
1,KATANA,FIRE_BOMB,BUG_PRODIGY,1,win,11,6,8,79,0,9.00,25.00,0,3
1,KATANA,FIRE_BOMB,BUG_PRODIGY,2,win,7,5,8,78,0,17.00,25.00,0,3
1,KATANA,FIRE_BOMB,CAT,0,loss,8,2,2,28,0,0.00,25.00,1,3
1,KATANA,FIRE_BOMB,CAT,1,win,4,3,5,48,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,CAT,2,win,5,2,2,30,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,CAT_PB,0,loss,6,4,7,56,0,0.00,25.00,2,3
1,KATANA,FIRE_BOMB,CAT_PB,1,loss,6,4,8,50,0,0.00,25.00,2,3
1,KATANA,FIRE_BOMB,CAT_PB,2,loss,7,6,10,74,0,0.00,25.00,2,3
1,KATANA,FIRE_BOMB,DEVELOPED_MASK_IMP,0,win,5,2,3,32,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,DEVELOPED_MASK_IMP,1,win,5,3,5,43,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,DEVELOPED_MASK_IMP,2,win,13,5,7,61,0,9.00,25.00,0,3
1,KATANA,FIRE_BOMB,DOG,0,win,8,7,10,90,0,17.00,25.00,0,3
1,KATANA,FIRE_BOMB,DOG,1,win,7,5,9,91,0,1.00,25.00,0,3
1,KATANA,FIRE_BOMB,DOG,2,win,7,6,9,91,0,9.00,25.00,0,3
1,KATANA,FIRE_BOMB,GHOST,0,win,10,3,4,36,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,GHOST,1,win,8,2,2,25,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,GHOST,2,win,8,3,4,42,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,HORRIBLE_MASK_IMP,0,win,9,6,9,83,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,HORRIBLE_MASK_IMP,1,win,12,6,8,84,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,HORRIBLE_MASK_IMP,2,win,8,5,9,79,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,HORROR,0,win,9,7,11,103,0,23.00,25.00,0,3
1,KATANA,FIRE_BOMB,HORROR,1,win,9,6,10,90,1,1.00,25.00,0,3
1,KATANA,FIRE_BOMB,HORROR,2,win,9,7,12,106,0,8.00,25.00,0,3
1,KATANA,FIRE_BOMB,KISSYBLOB,0,win,10,6,13,116,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,KISSYBLOB,1,win,12,7,15,139,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,KISSYBLOB,2,win,10,7,13,122,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,KITTEN,0,win,4,2,2,16,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,KITTEN,1,win,4,2,2,24,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,KITTEN,2,win,4,2,2,23,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,KOBOLD_CLEAVER,0,loss,10,5,8,71,0,0.00,25.00,1,3
1,KATANA,FIRE_BOMB,KOBOLD_CLEAVER,1,win,11,6,10,92,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,KOBOLD_CLEAVER,2,win,7,5,7,67,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,KOBOLD_FIGHTER,0,win,9,3,4,38,0,9.00,25.00,0,3
1,KATANA,FIRE_BOMB,KOBOLD_FIGHTER,1,win,7,5,7,64,0,17.00,25.00,0,3
1,KATANA,FIRE_BOMB,KOBOLD_FIGHTER,2,win,9,5,7,71,0,9.00,25.00,0,3
1,KATANA,FIRE_BOMB,KOBOLD_GENERAL,0,win,7,6,11,105,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,KOBOLD_GENERAL,1,win,7,6,10,104,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,KOBOLD_GENERAL,2,win,6,5,7,74,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,KOBOLD_SPEARMAN,0,win,6,4,5,44,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,KOBOLD_SPEARMAN,1,win,5,3,4,40,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,KOBOLD_SPEARMAN,2,win,10,5,6,54,0,1.00,25.00,0,3
1,KATANA,FIRE_BOMB,LARGE_MASK_IMP,0,win,5,3,4,42,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,LARGE_MASK_IMP,1,win,5,3,3,33,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,LARGE_MASK_IMP,2,win,9,3,3,39,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,LOATHESOME_BUG,0,win,4,1,1,9,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,LOATHESOME_BUG,1,win,7,2,2,19,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,LOATHESOME_BUG,2,win,6,3,3,35,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,MANEGARM,0,loss,8,7,12,120,0,0.00,25.00,1,3
1,KATANA,FIRE_BOMB,MANEGARM,1,loss,8,7,10,105,0,0.00,25.00,1,3
1,KATANA,FIRE_BOMB,MANEGARM,2,loss,7,5,7,71,0,0.00,25.00,2,3
1,KATANA,FIRE_BOMB,MASK_IMP,0,loss,9,2,2,22,0,0.00,25.00,1,3
1,KATANA,FIRE_BOMB,MASK_IMP,1,win,5,2,2,22,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,MASK_IMP,2,win,7,2,2,22,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,MOUSE,0,win,4,2,2,22,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,MOUSE,1,win,5,2,2,26,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,MOUSE,2,win,6,3,3,35,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,ORC_HALBERDIER,0,loss,9,7,10,87,0,0.00,25.00,1,3
1,KATANA,FIRE_BOMB,ORC_HALBERDIER,1,loss,10,6,8,74,0,0.00,25.00,1,3
1,KATANA,FIRE_BOMB,ORC_HALBERDIER,2,loss,10,7,12,107,0,0.00,25.00,1,3
1,KATANA,FIRE_BOMB,ORC_PRESIDENT,0,win,14,10,20,157,0,23.00,25.00,0,3
1,KATANA,FIRE_BOMB,ORC_PRESIDENT,1,win,13,10,20,160,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,ORC_PRESIDENT,2,win,13,9,18,141,0,19.00,25.00,0,3
1,KATANA,FIRE_BOMB,ORC_SNIPER,0,win,7,5,7,75,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,ORC_SNIPER,1,win,10,6,10,95,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,ORC_SNIPER,2,win,7,5,8,75,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,PALUG,0,loss,7,6,8,97,0,0.00,25.00,1,3
1,KATANA,FIRE_BOMB,PALUG,1,loss,8,7,12,115,0,0.00,25.00,1,3
1,KATANA,FIRE_BOMB,PALUG,2,loss,8,6,9,91,0,0.00,25.00,1,3
1,KATANA,FIRE_BOMB,RAT,0,win,9,2,2,22,0,17.00,25.00,0,3
1,KATANA,FIRE_BOMB,RAT,1,win,4,1,1,9,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,RAT,2,win,5,3,3,37,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,RED_ANT,0,win,5,3,3,42,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,RED_ANT,1,win,5,3,4,40,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,RED_ANT,2,win,9,4,4,44,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,SOLDIER_BUG,0,win,7,3,6,62,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,SOLDIER_BUG,1,win,6,3,5,47,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,SOLDIER_BUG,2,win,7,3,5,51,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,SPIDER,0,win,6,3,3,36,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,SPIDER,1,win,10,3,3,40,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,SPIDER,2,win,4,3,3,32,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_BAT,0,win,4,3,3,30,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_BAT,1,win,7,3,3,39,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_BAT,2,win,7,3,4,42,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_BUG_PRODIGY,0,win,7,6,9,92,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_BUG_PRODIGY,1,win,10,6,11,96,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_BUG_PRODIGY,2,win,10,6,10,92,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_DEVELOPED_MASK_IMP,0,win,8,6,8,80,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_DEVELOPED_MASK_IMP,1,win,7,5,6,60,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_DEVELOPED_MASK_IMP,2,win,8,6,9,76,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_GHOST,0,win,6,5,7,73,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_GHOST,1,win,6,5,8,71,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_GHOST,2,win,6,5,7,71,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_HORRIBLE_MASK_IMP,0,win,13,9,17,117,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_HORRIBLE_MASK_IMP,1,win,12,9,16,108,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_HORRIBLE_MASK_IMP,2,win,11,9,13,115,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_KOBOLD_CLEAVER,0,loss,10,4,7,70,0,0.00,25.00,1,3
1,KATANA,FIRE_BOMB,UNIQUE_KOBOLD_CLEAVER,1,win,8,6,10,97,0,4.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_KOBOLD_CLEAVER,2,win,9,5,11,103,0,1.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_KOBOLD_FIGHTER,0,win,10,6,9,95,0,9.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_KOBOLD_FIGHTER,1,win,13,6,10,88,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_KOBOLD_FIGHTER,2,win,8,7,10,100,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_KOBOLD_GENERAL,0,win,8,7,14,129,0,9.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_KOBOLD_GENERAL,1,win,7,6,12,101,0,17.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_KOBOLD_GENERAL,2,win,9,8,14,136,0,6.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_KOBOLD_SPEARMAN,0,win,6,5,7,69,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_KOBOLD_SPEARMAN,1,win,10,6,9,82,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_KOBOLD_SPEARMAN,2,win,9,4,7,66,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_LARGE_MASK_IMP,0,win,6,5,6,53,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_LARGE_MASK_IMP,1,win,6,5,7,50,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_LARGE_MASK_IMP,2,win,6,4,7,47,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_LOATHESOME_BUG,0,win,6,3,4,38,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_LOATHESOME_BUG,1,win,7,3,4,28,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_LOATHESOME_BUG,2,win,6,3,3,38,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_MASK_IMP,0,win,8,3,4,39,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_MASK_IMP,1,win,6,3,3,38,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_MASK_IMP,2,win,5,3,3,38,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_RAT,0,win,6,5,5,51,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_RAT,1,win,5,4,5,50,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_RAT,2,win,9,5,6,59,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_SOLDIER_BUG,0,win,6,5,7,66,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_SOLDIER_BUG,1,win,7,6,9,76,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_SOLDIER_BUG,2,win,8,6,8,75,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_SPIDER,0,win,4,3,4,44,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_SPIDER,1,win,5,3,4,39,0,25.00,25.00,0,3
1,KATANA,FIRE_BOMB,UNIQUE_SPIDER,2,win,10,4,6,52,0,1.00,25.00,0,3
1,KATANA,FIRE_BOMB,WOLF,0,win,6,5,7,79,0,13.00,25.00,0,3
1,KATANA,FIRE_BOMB,WOLF,1,win,7,6,10,87,0,3.00,25.00,0,3
1,KATANA,FIRE_BOMB,WOLF,2,win,6,5,6,71,0,17.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BARBARIAN_PRINCESS,0,win,12,9,9,96,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BARBARIAN_PRINCESS,1,win,10,8,8,87,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BARBARIAN_PRINCESS,2,win,12,10,10,101,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BAT,0,win,4,3,3,41,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BAT,1,win,7,3,3,34,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BAT,2,win,6,3,3,32,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BLACK_ANT,0,win,6,4,4,45,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BLACK_ANT,1,win,6,4,4,41,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BLACK_ANT,2,win,6,4,4,42,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BLAZING_FIREMOUSE,0,win,4,3,3,40,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BLAZING_FIREMOUSE,1,win,9,3,3,28,0,9.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BLAZING_FIREMOUSE,2,win,8,3,3,42,0,1.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BLOB,0,win,21,10,10,115,1,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BLOB,1,win,19,10,10,112,2,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BLOB,2,win,23,10,10,107,4,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BUG_PRODIGY,0,win,9,7,7,68,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BUG_PRODIGY,1,win,8,6,6,70,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,BUG_PRODIGY,2,win,11,6,6,75,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,CAT,0,win,8,4,4,41,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,CAT,1,win,6,4,4,46,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,CAT,2,win,6,5,5,56,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,CAT_PB,0,loss,19,10,10,103,1,0.00,25.00,2,3
1,KATANA,FREEZE_BOMB,CAT_PB,1,loss,28,10,10,106,3,0.00,25.00,1,3
1,KATANA,FREEZE_BOMB,CAT_PB,2,loss,22,10,10,117,2,0.00,25.00,2,3
1,KATANA,FREEZE_BOMB,DEVELOPED_MASK_IMP,0,win,8,6,6,66,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,DEVELOPED_MASK_IMP,1,win,10,6,6,66,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,DEVELOPED_MASK_IMP,2,win,8,6,6,63,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,DOG,0,win,10,9,9,83,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,DOG,1,win,12,9,9,95,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,DOG,2,win,10,8,8,86,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,GHOST,0,win,11,6,6,78,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,GHOST,1,win,11,6,6,64,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,GHOST,2,win,11,6,6,64,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,HORRIBLE_MASK_IMP,0,win,15,10,10,104,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,HORRIBLE_MASK_IMP,1,win,13,9,9,101,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,HORRIBLE_MASK_IMP,2,win,14,10,10,109,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,HORROR,0,win,22,10,10,109,3,20.00,25.00,0,3
1,KATANA,FREEZE_BOMB,HORROR,1,win,21,10,10,114,4,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,HORROR,2,win,17,10,10,108,3,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KISSYBLOB,0,win,18,10,10,121,2,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KISSYBLOB,1,win,20,10,10,117,1,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KISSYBLOB,2,win,21,9,9,108,2,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KITTEN,0,win,8,3,3,35,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KITTEN,1,win,8,3,3,32,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KITTEN,2,win,4,3,3,37,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KOBOLD_CLEAVER,0,win,12,9,9,100,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KOBOLD_CLEAVER,1,win,11,9,9,109,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KOBOLD_CLEAVER,2,win,10,8,8,93,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KOBOLD_FIGHTER,0,win,10,7,7,78,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KOBOLD_FIGHTER,1,win,12,8,8,83,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KOBOLD_FIGHTER,2,win,9,7,7,68,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KOBOLD_GENERAL,0,win,10,9,9,103,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KOBOLD_GENERAL,1,win,10,9,9,106,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KOBOLD_GENERAL,2,win,9,7,7,87,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KOBOLD_SPEARMAN,0,win,8,6,6,59,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KOBOLD_SPEARMAN,1,win,8,6,6,65,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,KOBOLD_SPEARMAN,2,win,8,6,6,61,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,LARGE_MASK_IMP,0,win,7,4,4,50,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,LARGE_MASK_IMP,1,win,5,3,3,39,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,LARGE_MASK_IMP,2,win,9,4,4,45,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,LOATHESOME_BUG,0,win,7,3,3,27,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,LOATHESOME_BUG,1,win,8,3,3,37,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,LOATHESOME_BUG,2,win,5,3,3,40,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,MANEGARM,0,win,25,10,10,104,4,3.00,25.00,0,3
1,KATANA,FREEZE_BOMB,MANEGARM,1,loss,21,10,10,101,3,0.00,25.00,1,3
1,KATANA,FREEZE_BOMB,MANEGARM,2,win,22,10,10,112,3,16.00,25.00,0,3
1,KATANA,FREEZE_BOMB,MASK_IMP,0,win,8,3,3,39,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,MASK_IMP,1,win,7,3,3,29,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,MASK_IMP,2,win,6,3,3,42,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,MOUSE,0,win,4,3,3,33,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,MOUSE,1,win,4,3,3,39,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,MOUSE,2,win,4,3,3,26,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,ORC_HALBERDIER,0,win,14,10,10,111,1,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,ORC_HALBERDIER,1,win,18,10,10,89,2,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,ORC_HALBERDIER,2,win,13,10,10,113,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,ORC_PRESIDENT,0,loss,29,10,10,100,3,0.00,25.00,1,3
1,KATANA,FREEZE_BOMB,ORC_PRESIDENT,1,loss,22,10,10,108,0,0.00,25.00,2,3
1,KATANA,FREEZE_BOMB,ORC_PRESIDENT,2,loss,27,10,10,103,2,0.00,25.00,2,3
1,KATANA,FREEZE_BOMB,ORC_SNIPER,0,win,11,9,9,110,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,ORC_SNIPER,1,win,15,9,9,105,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,ORC_SNIPER,2,win,11,9,9,104,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,PALUG,0,win,22,10,10,113,4,8.00,25.00,0,3
1,KATANA,FREEZE_BOMB,PALUG,1,win,27,10,10,111,4,13.00,25.00,0,3
1,KATANA,FREEZE_BOMB,PALUG,2,win,24,10,10,118,4,7.00,25.00,0,3
1,KATANA,FREEZE_BOMB,RAT,0,win,7,4,4,38,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,RAT,1,win,7,4,4,41,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,RAT,2,win,5,3,3,38,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,RED_ANT,0,win,7,3,3,38,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,RED_ANT,1,win,7,5,5,49,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,RED_ANT,2,win,8,6,6,55,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,SOLDIER_BUG,0,win,9,5,5,62,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,SOLDIER_BUG,1,win,9,5,5,59,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,SOLDIER_BUG,2,win,8,6,6,70,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,SPIDER,0,win,4,3,3,31,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,SPIDER,1,win,4,3,3,28,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,SPIDER,2,win,7,3,3,39,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,UNIQUE_BAT,0,win,5,4,4,46,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,UNIQUE_BAT,1,win,8,3,3,30,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,UNIQUE_BAT,2,win,8,4,4,47,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,UNIQUE_BUG_PRODIGY,0,win,11,10,10,99,0,25.00,25.00,0,3
1,KATANA,FREEZE_BOMB,UNIQUE_BUG_PRODIGY,1,win,12,10,10,103,0,25.00,25.00,0,3
