fighter_a,fighter_b,char_level,trial,outcome,turns,a_hp,a_max_hp,b_hp,b_max_hp
BUG_PRODIGY,KOBOLD_GENERAL,1,1,a_win,16,10.00,21.00,0.00,24.00
BUG_PRODIGY,KOBOLD_GENERAL,1,2,a_win,14,11.00,21.00,0.00,24.00
BUG_PRODIGY,KOBOLD_GENERAL,1,3,a_win,16,11.00,21.00,0.00,24.00
BUG_PRODIGY,KOBOLD_GENERAL,1,4,a_win,15,14.00,21.00,0.00,24.00
BUG_PRODIGY,KOBOLD_SPEARMAN,1,0,a_win,9,21.00,21.00,0.00,15.00
BUG_PRODIGY,KOBOLD_SPEARMAN,1,1,a_win,12,21.00,21.00,0.00,15.00
BUG_PRODIGY,KOBOLD_SPEARMAN,1,2,a_win,13,21.00,21.00,0.00,15.00
BUG_PRODIGY,KOBOLD_SPEARMAN,1,3,a_win,18,19.00,21.00,0.00,15.00
BUG_PRODIGY,KOBOLD_SPEARMAN,1,4,a_win,9,21.00,21.00,0.00,15.00
BUG_PRODIGY,LARGE_MASK_IMP,1,0,a_win,10,20.00,21.00,0.00,9.00
BUG_PRODIGY,LARGE_MASK_IMP,1,1,a_win,12,21.00,21.00,0.00,9.00
BUG_PRODIGY,LARGE_MASK_IMP,1,2,a_win,14,21.00,21.00,0.00,9.00
BUG_PRODIGY,LARGE_MASK_IMP,1,3,a_win,11,21.00,21.00,0.00,9.00
BUG_PRODIGY,LARGE_MASK_IMP,1,4,a_win,14,21.00,21.00,0.00,9.00
BUG_PRODIGY,LOATHESOME_BUG,1,0,a_win,8,21.00,21.00,0.00,5.00
BUG_PRODIGY,LOATHESOME_BUG,1,1,a_win,6,21.00,21.00,0.00,5.00
BUG_PRODIGY,LOATHESOME_BUG,1,2,a_win,4,21.00,21.00,0.00,5.00
BUG_PRODIGY,LOATHESOME_BUG,1,3,a_win,6,21.00,21.00,0.00,5.00
BUG_PRODIGY,LOATHESOME_BUG,1,4,a_win,4,21.00,21.00,0.00,5.00
BUG_PRODIGY,MANEGARM,1,0,b_win,12,0.00,21.00,33.50,42.00
BUG_PRODIGY,MANEGARM,1,1,b_win,11,0.00,21.00,32.50,42.00
BUG_PRODIGY,MANEGARM,1,2,b_win,8,0.00,21.00,38.50,42.00
BUG_PRODIGY,MANEGARM,1,3,b_win,5,0.00,21.00,42.00,42.00
BUG_PRODIGY,MANEGARM,1,4,b_win,13,0.00,21.00,28.00,42.00
BUG_PRODIGY,MASK_IMP,1,0,a_win,10,20.00,21.00,0.00,6.00
BUG_PRODIGY,MASK_IMP,1,1,a_win,5,21.00,21.00,0.00,6.00
BUG_PRODIGY,MASK_IMP,1,2,a_win,6,21.00,21.00,0.00,6.00
BUG_PRODIGY,MASK_IMP,1,3,a_win,5,20.00,21.00,0.00,6.00
BUG_PRODIGY,MASK_IMP,1,4,a_win,8,21.00,21.00,0.00,6.00
BUG_PRODIGY,MOUSE,1,0,a_win,5,21.00,21.00,0.00,2.00
BUG_PRODIGY,MOUSE,1,1,a_win,6,21.00,21.00,0.00,2.00
BUG_PRODIGY,MOUSE,1,2,a_win,5,21.00,21.00,0.00,2.00
BUG_PRODIGY,MOUSE,1,3,a_win,9,21.00,21.00,0.00,2.00
BUG_PRODIGY,MOUSE,1,4,a_win,4,21.00,21.00,0.00,2.00
BUG_PRODIGY,ORC_HALBERDIER,1,0,a_win,14,6.00,21.00,0.00,33.00
BUG_PRODIGY,ORC_HALBERDIER,1,1,b_win,17,0.00,21.00,9.00,33.00
BUG_PRODIGY,ORC_HALBERDIER,1,2,a_win,15,2.00,21.00,0.00,33.00
BUG_PRODIGY,ORC_HALBERDIER,1,3,a_win,20,3.00,21.00,0.00,33.00
BUG_PRODIGY,ORC_HALBERDIER,1,4,a_win,15,12.00,21.00,0.00,33.00
BUG_PRODIGY,ORC_PRESIDENT,1,0,b_win,12,0.00,21.00,50.00,53.00
BUG_PRODIGY,ORC_PRESIDENT,1,1,draw,200,6.00,21.00,53.00,53.00
BUG_PRODIGY,ORC_PRESIDENT,1,2,draw,200,12.00,21.00,53.00,53.00
BUG_PRODIGY,ORC_PRESIDENT,1,3,b_win,11,0.00,21.00,47.50,53.00
BUG_PRODIGY,ORC_PRESIDENT,1,4,b_win,10,0.00,21.00,48.00,53.00
BUG_PRODIGY,ORC_SNIPER,1,0,b_win,12,0.00,21.00,19.00,30.00
BUG_PRODIGY,ORC_SNIPER,1,1,b_win,11,0.00,21.00,28.00,30.00
BUG_PRODIGY,ORC_SNIPER,1,2,draw,200,8.00,21.00,8.00,30.00
BUG_PRODIGY,ORC_SNIPER,1,3,a_win,12,1.00,21.00,0.00,30.00
BUG_PRODIGY,ORC_SNIPER,1,4,draw,200,3.00,21.00,11.00,30.00
BUG_PRODIGY,PALUG,1,0,b_win,10,0.00,21.00,34.40,48.00
BUG_PRODIGY,PALUG,1,1,b_win,18,0.00,21.00,5.00,48.00
BUG_PRODIGY,PALUG,1,2,a_win,18,8.00,21.00,0.00,48.00
BUG_PRODIGY,PALUG,1,3,b_win,10,0.00,21.00,32.20,48.00
BUG_PRODIGY,PALUG,1,4,b_win,13,0.00,21.00,15.60,48.00
BUG_PRODIGY,PLAYER_MAGE,1,0,b_win,2,0.00,21.00,20.00,20.00
BUG_PRODIGY,PLAYER_MAGE,1,1,b_win,2,0.00,21.00,20.00,20.00
BUG_PRODIGY,PLAYER_MAGE,1,2,b_win,2,0.00,21.00,20.00,20.00
BUG_PRODIGY,PLAYER_MAGE,1,3,b_win,2,0.00,21.00,20.00,20.00
BUG_PRODIGY,PLAYER_MAGE,1,4,b_win,2,0.00,21.00,20.00,20.00
BUG_PRODIGY,PLAYER_ROGUE,1,0,b_win,3,0.00,21.00,21.00,21.00
BUG_PRODIGY,PLAYER_ROGUE,1,1,b_win,1,0.00,21.00,21.00,21.00
BUG_PRODIGY,PLAYER_ROGUE,1,2,b_win,3,0.00,21.00,21.00,21.00
BUG_PRODIGY,PLAYER_ROGUE,1,3,b_win,1,0.00,21.00,21.00,21.00
BUG_PRODIGY,PLAYER_ROGUE,1,4,b_win,1,0.00,21.00,21.00,21.00
BUG_PRODIGY,PLAYER_WARRIOR,1,0,b_win,10,0.00,21.00,25.00,25.00
BUG_PRODIGY,PLAYER_WARRIOR,1,1,b_win,6,0.00,21.00,25.00,25.00
BUG_PRODIGY,PLAYER_WARRIOR,1,2,b_win,8,0.00,21.00,25.00,25.00
BUG_PRODIGY,PLAYER_WARRIOR,1,3,b_win,9,0.00,21.00,25.00,25.00
BUG_PRODIGY,PLAYER_WARRIOR,1,4,b_win,7,0.00,21.00,25.00,25.00
BUG_PRODIGY,RAT,1,0,a_win,9,21.00,21.00,0.00,8.00
BUG_PRODIGY,RAT,1,1,a_win,4,21.00,21.00,0.00,8.00
BUG_PRODIGY,RAT,1,2,a_win,9,21.00,21.00,0.00,8.00
BUG_PRODIGY,RAT,1,3,a_win,9,19.00,21.00,0.00,8.00
BUG_PRODIGY,RAT,1,4,a_win,8,18.00,21.00,0.00,8.00
BUG_PRODIGY,RED_ANT,1,0,a_win,8,21.00,21.00,0.00,11.00
BUG_PRODIGY,RED_ANT,1,1,a_win,9,21.00,21.00,0.00,11.00
BUG_PRODIGY,RED_ANT,1,2,a_win,8,21.00,21.00,0.00,11.00
BUG_PRODIGY,RED_ANT,1,3,a_win,10,21.00,21.00,0.00,11.00
BUG_PRODIGY,RED_ANT,1,4,a_win,11,21.00,21.00,0.00,11.00
BUG_PRODIGY,SOLDIER_BUG,1,0,a_win,10,21.00,21.00,0.00,15.00
BUG_PRODIGY,SOLDIER_BUG,1,1,a_win,20,21.00,21.00,0.00,15.00
BUG_PRODIGY,SOLDIER_BUG,1,2,a_win,12,21.00,21.00,0.00,15.00
BUG_PRODIGY,SOLDIER_BUG,1,3,a_win,13,21.00,21.00,0.00,15.00
BUG_PRODIGY,SOLDIER_BUG,1,4,a_win,14,21.00,21.00,0.00,15.00
BUG_PRODIGY,SPIDER,1,0,a_win,7,21.00,21.00,0.00,6.00
BUG_PRODIGY,SPIDER,1,1,a_win,7,15.00,21.00,0.00,6.00
BUG_PRODIGY,SPIDER,1,2,a_win,5,21.00,21.00,0.00,6.00
BUG_PRODIGY,SPIDER,1,3,a_win,4,18.00,21.00,0.00,6.00
BUG_PRODIGY,SPIDER,1,4,a_win,4,18.00,21.00,0.00,6.00
BUG_PRODIGY,UNIQUE_BAT,1,0,a_win,8,12.00,21.00,0.00,9.00
BUG_PRODIGY,UNIQUE_BAT,1,1,a_win,6,19.00,21.00,0.00,9.00
BUG_PRODIGY,UNIQUE_BAT,1,2,a_win,7,12.00,21.00,0.00,9.00
BUG_PRODIGY,UNIQUE_BAT,1,3,a_win,10,20.00,21.00,0.00,9.00
BUG_PRODIGY,UNIQUE_BAT,1,4,a_win,7,17.00,21.00,0.00,9.00
BUG_PRODIGY,UNIQUE_BUG_PRODIGY,1,0,b_win,9,0.00,21.00,27.00,30.00
BUG_PRODIGY,UNIQUE_BUG_PRODIGY,1,1,b_win,11,0.00,21.00,30.00,30.00
BUG_PRODIGY,UNIQUE_BUG_PRODIGY,1,2,b_win,15,0.00,21.00,27.00,30.00
BUG_PRODIGY,UNIQUE_BUG_PRODIGY,1,3,b_win,9,0.00,21.00,28.00,30.00
BUG_PRODIGY,UNIQUE_BUG_PRODIGY,1,4,b_win,8,0.00,21.00,27.00,30.00
BUG_PRODIGY,UNIQUE_DEVELOPED_MASK_IMP,1,0,a_win,13,9.00,21.00,0.00,23.00
BUG_PRODIGY,UNIQUE_DEVELOPED_MASK_IMP,1,1,draw,200,17.00,21.00,2.00,23.00
BUG_PRODIGY,UNIQUE_DEVELOPED_MASK_IMP,1,2,draw,200,14.00,21.00,3.00,23.00
BUG_PRODIGY,UNIQUE_DEVELOPED_MASK_IMP,1,3,draw,200,8.00,21.00,2.00,23.00
BUG_PRODIGY,UNIQUE_DEVELOPED_MASK_IMP,1,4,b_win,15,0.00,21.00,8.00,23.00
BUG_PRODIGY,UNIQUE_GHOST,1,0,b_win,13,0.00,21.00,16.00,23.00
BUG_PRODIGY,UNIQUE_GHOST,1,1,b_win,9,0.00,21.00,18.00,23.00
BUG_PRODIGY,UNIQUE_GHOST,1,2,b_win,8,0.00,21.00,14.00,23.00
BUG_PRODIGY,UNIQUE_GHOST,1,3,b_win,13,0.00,21.00,16.00,23.00
BUG_PRODIGY,UNIQUE_GHOST,1,4,a_win,18,5.00,21.00,0.00,23.00
BUG_PRODIGY,UNIQUE_HORRIBLE_MASK_IMP,1,0,b_win,14,0.00,21.00,14.00,38.00
BUG_PRODIGY,UNIQUE_HORRIBLE_MASK_IMP,1,1,a_win,15,10.00,21.00,0.00,38.00
BUG_PRODIGY,UNIQUE_HORRIBLE_MASK_IMP,1,2,draw,200,14.00,21.00,18.00,38.00
BUG_PRODIGY,UNIQUE_HORRIBLE_MASK_IMP,1,3,a_win,13,8.00,21.00,0.00,38.00
BUG_PRODIGY,UNIQUE_HORRIBLE_MASK_IMP,1,4,b_win,14,0.00,21.00,10.00,38.00
BUG_PRODIGY,UNIQUE_KOBOLD_CLEAVER,1,0,b_win,11,0.00,21.00,33.00,38.00
BUG_PRODIGY,UNIQUE_KOBOLD_CLEAVER,1,1,b_win,9,0.00,21.00,26.00,38.00
BUG_PRODIGY,UNIQUE_KOBOLD_CLEAVER,1,2,b_win,5,0.00,21.00,38.00,38.00
BUG_PRODIGY,UNIQUE_KOBOLD_CLEAVER,1,3,b_win,7,0.00,21.00,38.00,38.00
BUG_PRODIGY,UNIQUE_KOBOLD_CLEAVER,1,4,b_win,21,0.00,21.00,17.00,38.00
BUG_PRODIGY,UNIQUE_KOBOLD_FIGHTER,1,0,a_win,17,7.00,21.00,0.00,30.00
BUG_PRODIGY,UNIQUE_KOBOLD_FIGHTER,1,1,b_win,10,0.00,21.00,26.00,30.00
BUG_PRODIGY,UNIQUE_KOBOLD_FIGHTER,1,2,b_win,13,0.00,21.00,23.00,30.00
BUG_PRODIGY,UNIQUE_KOBOLD_FIGHTER,1,3,b_win,10,0.00,21.00,25.00,30.00
BUG_PRODIGY,UNIQUE_KOBOLD_FIGHTER,1,4,b_win,15,0.00,21.00,24.00,30.00
BUG_PRODIGY,UNIQUE_KOBOLD_GENERAL,1,0,a_win,20,6.00,21.00,0.00,33.00
BUG_PRODIGY,UNIQUE_KOBOLD_GENERAL,1,1,b_win,16,0.00,21.00,14.00,33.00
BUG_PRODIGY,UNIQUE_KOBOLD_GENERAL,1,2,a_win,13,12.00,21.00,0.00,33.00
BUG_PRODIGY,UNIQUE_KOBOLD_GENERAL,1,3,a_win,15,10.00,21.00,0.00,33.00
BUG_PRODIGY,UNIQUE_KOBOLD_GENERAL,1,4,b_win,21,0.00,21.00,23.00,33.00
BUG_PRODIGY,UNIQUE_KOBOLD_SPEARMAN,1,0,a_win,16,9.00,21.00,0.00,23.00
BUG_PRODIGY,UNIQUE_KOBOLD_SPEARMAN,1,1,a_win,11,14.00,21.00,0.00,23.00
BUG_PRODIGY,UNIQUE_KOBOLD_SPEARMAN,1,2,a_win,14,3.00,21.00,0.00,23.00
BUG_PRODIGY,UNIQUE_KOBOLD_SPEARMAN,1,3,a_win,17,10.00,21.00,0.00,23.00
BUG_PRODIGY,UNIQUE_KOBOLD_SPEARMAN,1,4,a_win,13,17.00,21.00,0.00,23.00
BUG_PRODIGY,UNIQUE_LARGE_MASK_IMP,1,0,a_win,13,19.00,21.00,0.00,15.00
BUG_PRODIGY,UNIQUE_LARGE_MASK_IMP,1,1,a_win,14,15.00,21.00,0.00,15.00
BUG_PRODIGY,UNIQUE_LARGE_MASK_IMP,1,2,a_win,11,18.00,21.00,0.00,15.00
BUG_PRODIGY,UNIQUE_LARGE_MASK_IMP,1,3,a_win,11,12.00,21.00,0.00,15.00
BUG_PRODIGY,UNIQUE_LARGE_MASK_IMP,1,4,a_win,12,21.00,21.00,0.00,15.00
BUG_PRODIGY,UNIQUE_LOATHESOME_BUG,1,0,a_win,8,18.00,21.00,0.00,9.00
BUG_PRODIGY,UNIQUE_LOATHESOME_BUG,1,1,a_win,8,21.00,21.00,0.00,9.00
BUG_PRODIGY,UNIQUE_LOATHESOME_BUG,1,2,a_win,6,10.00,21.00,0.00,9.00
BUG_PRODIGY,UNIQUE_LOATHESOME_BUG,1,3,a_win,12,18.00,21.00,0.00,9.00
BUG_PRODIGY,UNIQUE_LOATHESOME_BUG,1,4,a_win,10,18.00,21.00,0.00,9.00
BUG_PRODIGY,UNIQUE_MASK_IMP,1,0,a_win,18,11.00,21.00,0.00,11.00
BUG_PRODIGY,UNIQUE_MASK_IMP,1,1,a_win,11,13.00,21.00,0.00,11.00
BUG_PRODIGY,UNIQUE_MASK_IMP,1,2,a_win,11,16.00,21.00,0.00,11.00
BUG_PRODIGY,UNIQUE_MASK_IMP,1,3,a_win,14,9.00,21.00,0.00,11.00
BUG_PRODIGY,UNIQUE_MASK_IMP,1,4,a_win,11,19.00,21.00,0.00,11.00
BUG_PRODIGY,UNIQUE_RAT,1,0,a_win,11,14.00,21.00,0.00,14.00
BUG_PRODIGY,UNIQUE_RAT,1,1,a_win,13,20.00,21.00,0.00,14.00
BUG_PRODIGY,UNIQUE_RAT,1,2,a_win,9,12.00,21.00,0.00,14.00
BUG_PRODIGY,UNIQUE_RAT,1,3,a_win,13,1.00,21.00,0.00,14.00
BUG_PRODIGY,UNIQUE_RAT,1,4,a_win,10,13.00,21.00,0.00,14.00
BUG_PRODIGY,UNIQUE_SOLDIER_BUG,1,0,a_win,11,21.00,21.00,0.00,23.00
BUG_PRODIGY,UNIQUE_SOLDIER_BUG,1,1,b_win,20,0.00,21.00,8.00,23.00
BUG_PRODIGY,UNIQUE_SOLDIER_BUG,1,2,a_win,15,9.00,21.00,0.00,23.00
BUG_PRODIGY,UNIQUE_SOLDIER_BUG,1,3,a_win,20,10.00,21.00,0.00,23.00
BUG_PRODIGY,UNIQUE_SOLDIER_BUG,1,4,a_win,17,3.00,21.00,0.00,23.00
BUG_PRODIGY,UNIQUE_SPIDER,1,0,b_win,12,0.00,21.00,2.00,11.00
BUG_PRODIGY,UNIQUE_SPIDER,1,1,b_win,6,0.00,21.00,11.00,11.00
BUG_PRODIGY,UNIQUE_SPIDER,1,2,b_win,8,0.00,21.00,2.00,11.00
BUG_PRODIGY,UNIQUE_SPIDER,1,3,b_win,11,0.00,21.00,5.00,11.00
BUG_PRODIGY,UNIQUE_SPIDER,1,4,b_win,6,0.00,21.00,11.00,11.00
BUG_PRODIGY,WOLF,1,0,a_win,18,5.00,21.00,0.00,27.00
BUG_PRODIGY,WOLF,1,1,b_win,12,0.00,21.00,6.00,27.00
BUG_PRODIGY,WOLF,1,2,a_win,11,10.00,21.00,0.00,27.00
BUG_PRODIGY,WOLF,1,3,a_win,8,10.00,21.00,0.00,27.00
BUG_PRODIGY,WOLF,1,4,a_win,12,4.00,21.00,0.00,27.00
CAT,CAT_PB,1,0,draw,0,12.00,12.00,48.00,48.00
CAT,CAT_PB,1,1,draw,0,12.00,12.00,48.00,48.00
CAT,CAT_PB,1,2,draw,0,12.00,12.00,48.00,48.00
CAT,CAT_PB,1,3,draw,0,12.00,12.00,48.00,48.00
CAT,CAT_PB,1,4,draw,0,12.00,12.00,48.00,48.00
CAT,DEVELOPED_MASK_IMP,1,0,b_win,19,0.00,12.00,2.00,15.00
CAT,DEVELOPED_MASK_IMP,1,1,b_win,8,0.00,12.00,9.00,15.00
CAT,DEVELOPED_MASK_IMP,1,2,b_win,8,0.00,12.00,11.00,15.00
CAT,DEVELOPED_MASK_IMP,1,3,b_win,16,0.00,12.00,6.00,15.00
CAT,DEVELOPED_MASK_IMP,1,4,b_win,10,0.00,12.00,13.00,15.00
CAT,DOG,1,0,b_win,15,0.00,12.00,18.00,24.00
CAT,DOG,1,1,b_win,24,0.00,12.00,18.50,24.00
CAT,DOG,1,2,b_win,10,0.00,12.00,24.00,24.00
CAT,DOG,1,3,b_win,11,0.00,12.00,23.50,24.00
CAT,DOG,1,4,b_win,16,0.00,12.00,15.50,24.00
CAT,GHOST,1,0,a_win,32,12.00,12.00,0.00,15.00
CAT,GHOST,1,1,a_win,28,12.00,12.00,0.00,15.00
CAT,GHOST,1,2,a_win,17,12.00,12.00,0.00,15.00
CAT,GHOST,1,3,a_win,33,12.00,12.00,0.00,15.00
CAT,GHOST,1,4,a_win,32,12.00,12.00,0.00,15.00
CAT,HORRIBLE_MASK_IMP,1,0,b_win,6,0.00,12.00,27.00,27.00
CAT,HORRIBLE_MASK_IMP,1,1,b_win,9,0.00,12.00,23.00,27.00
CAT,HORRIBLE_MASK_IMP,1,2,b_win,10,0.00,12.00,25.00,27.00
CAT,HORRIBLE_MASK_IMP,1,3,b_win,9,0.00,12.00,27.00,27.00
CAT,HORRIBLE_MASK_IMP,1,4,b_win,6,0.00,12.00,27.00,27.00
CAT,HORROR,1,0,b_win,6,0.00,12.00,40.50,42.00
CAT,HORROR,1,1,b_win,4,0.00,12.00,42.00,42.00
CAT,HORROR,1,2,b_win,6,0.00,12.00,42.00,42.00
CAT,HORROR,1,3,b_win,5,0.00,12.00,42.00,42.00
CAT,HORROR,1,4,b_win,6,0.00,12.00,41.50,42.00
CAT,KISSYBLOB,1,0,b_win,13,0.00,12.00,41.50,42.00
CAT,KISSYBLOB,1,1,b_win,6,0.00,12.00,42.00,42.00
CAT,KISSYBLOB,1,2,b_win,10,0.00,12.00,42.00,42.00
CAT,KISSYBLOB,1,3,b_win,10,0.00,12.00,39.50,42.00
CAT,KISSYBLOB,1,4,b_win,7,0.00,12.00,42.00,42.00
CAT,KITTEN,1,0,a_win,7,9.80,12.00,0.00,5.00
CAT,KITTEN,1,1,a_win,8,12.00,12.00,0.00,5.00
CAT,KITTEN,1,2,a_win,15,5.60,12.00,0.00,5.00
CAT,KITTEN,1,3,a_win,17,6.00,12.00,0.00,5.00
CAT,KITTEN,1,4,a_win,6,8.40,12.00,0.00,5.00
CAT,KOBOLD_CLEAVER,1,0,b_win,11,0.00,12.00,24.00,27.00
CAT,KOBOLD_CLEAVER,1,1,b_win,7,0.00,12.00,25.00,27.00
CAT,KOBOLD_CLEAVER,1,2,b_win,9,0.00,12.00,19.00,27.00
CAT,KOBOLD_CLEAVER,1,3,b_win,6,0.00,12.00,27.00,27.00
CAT,KOBOLD_CLEAVER,1,4,b_win,9,0.00,12.00,20.00,27.00
CAT,KOBOLD_FIGHTER,1,0,b_win,6,0.00,12.00,21.00,21.00
CAT,KOBOLD_FIGHTER,1,1,b_win,7,0.00,12.00,17.00,21.00
CAT,KOBOLD_FIGHTER,1,2,b_win,7,0.00,12.00,21.00,21.00
CAT,KOBOLD_FIGHTER,1,3,b_win,9,0.00,12.00,20.00,21.00
CAT,KOBOLD_FIGHTER,1,4,b_win,14,0.00,12.00,15.00,21.00
CAT,KOBOLD_GENERAL,1,0,b_win,9,0.00,12.00,22.00,24.00
CAT,KOBOLD_GENERAL,1,1,b_win,12,0.00,12.00,18.00,24.00
CAT,KOBOLD_GENERAL,1,2,b_win,13,0.00,12.00,18.00,24.00
CAT,KOBOLD_GENERAL,1,3,b_win,18,0.00,12.00,15.00,24.00
CAT,KOBOLD_GENERAL,1,4,b_win,12,0.00,12.00,19.00,24.00
CAT,KOBOLD_SPEARMAN,1,0,b_win,10,0.00,12.00,3.00,15.00
CAT,KOBOLD_SPEARMAN,1,1,b_win,12,0.00,12.00,10.00,15.00
CAT,KOBOLD_SPEARMAN,1,2,a_win,13,0.80,12.00,0.00,15.00
CAT,KOBOLD_SPEARMAN,1,3,b_win,8,0.00,12.00,11.00,15.00
CAT,KOBOLD_SPEARMAN,1,4,b_win,14,0.00,12.00,5.00,15.00
CAT,LARGE_MASK_IMP,1,0,a_win,13,7.00,12.00,0.00,9.00
CAT,LARGE_MASK_IMP,1,1,a_win,8,9.60,12.00,0.00,9.00
CAT,LARGE_MASK_IMP,1,2,a_win,9,5.00,12.00,0.00,9.00
CAT,LARGE_MASK_IMP,1,3,a_win,7,10.20,12.00,0.00,9.00
CAT,LARGE_MASK_IMP,1,4,a_win,9,9.20,12.00,0.00,9.00
CAT,LOATHESOME_BUG,1,0,a_win,13,5.40,12.00,0.00,5.00
CAT,LOATHESOME_BUG,1,1,a_win,12,7.80,12.00,0.00,5.00
CAT,LOATHESOME_BUG,1,2,a_win,8,7.60,12.00,0.00,5.00
CAT,LOATHESOME_BUG,1,3,a_win,6,7.40,12.00,0.00,5.00
CAT,LOATHESOME_BUG,1,4,a_win,8,9.40,12.00,0.00,5.00
CAT,MANEGARM,1,0,b_win,3,0.00,12.00,42.00,42.00
CAT,MANEGARM,1,1,b_win,6,0.00,12.00,41.00,42.00
CAT,MANEGARM,1,2,b_win,4,0.00,12.00,42.00,42.00
CAT,MANEGARM,1,3,b_win,3,0.00,12.00,42.00,42.00
CAT,MANEGARM,1,4,b_win,3,0.00,12.00,42.00,42.00
CAT,MASK_IMP,1,0,a_win,13,5.00,12.00,0.00,6.00
CAT,MASK_IMP,1,1,a_win,8,7.00,12.00,0.00,6.00
CAT,MASK_IMP,1,2,a_win,7,8.80,12.00,0.00,6.00
CAT,MASK_IMP,1,3,a_win,10,7.40,12.00,0.00,6.00
CAT,MASK_IMP,1,4,a_win,8,11.60,12.00,0.00,6.00
CAT,MOUSE,1,0,a_win,4,12.00,12.00,0.00,2.00
CAT,MOUSE,1,1,a_win,28,12.00,12.00,0.00,2.00
CAT,MOUSE,1,2,a_win,10,12.00,12.00,0.00,2.00
CAT,MOUSE,1,3,a_win,8,11.40,12.00,0.00,2.00
CAT,MOUSE,1,4,a_win,9,12.00,12.00,0.00,2.00
CAT,ORC_HALBERDIER,1,0,b_win,5,0.00,12.00,31.00,33.00
CAT,ORC_HALBERDIER,1,1,b_win,6,0.00,12.00,32.00,33.00
CAT,ORC_HALBERDIER,1,2,b_win,12,0.00,12.00,28.00,33.00
CAT,ORC_HALBERDIER,1,3,b_win,7,0.00,12.00,30.00,33.00
CAT,ORC_HALBERDIER,1,4,b_win,9,0.00,12.00,32.00,33.00
CAT,ORC_PRESIDENT,1,0,b_win,7,0.00,12.00,53.00,53.00
CAT,ORC_PRESIDENT,1,1,b_win,5,0.00,12.00,53.00,53.00
CAT,ORC_PRESIDENT,1,2,b_win,8,0.00,12.00,53.00,53.00
CAT,ORC_PRESIDENT,1,3,b_win,7,0.00,12.00,53.00,53.00
CAT,ORC_PRESIDENT,1,4,b_win,6,0.00,12.00,53.00,53.00
CAT,ORC_SNIPER,1,0,b_win,4,0.00,12.00,30.00,30.00
CAT,ORC_SNIPER,1,1,b_win,4,0.00,12.00,30.00,30.00
CAT,ORC_SNIPER,1,2,b_win,4,0.00,12.00,30.00,30.00
CAT,ORC_SNIPER,1,3,b_win,4,0.00,12.00,30.00,30.00
CAT,ORC_SNIPER,1,4,b_win,9,0.00,12.00,30.00,30.00
CAT,PALUG,1,0,draw,0,12.00,12.00,48.00,48.00
CAT,PALUG,1,1,draw,0,12.00,12.00,48.00,48.00
CAT,PALUG,1,2,draw,0,12.00,12.00,48.00,48.00
CAT,PALUG,1,3,draw,0,12.00,12.00,48.00,48.00
CAT,PALUG,1,4,draw,0,12.00,12.00,48.00,48.00
CAT,PLAYER_MAGE,1,0,b_win,1,0.00,12.00,20.00,20.00
CAT,PLAYER_MAGE,1,1,b_win,1,0.00,12.00,20.00,20.00
CAT,PLAYER_MAGE,1,2,b_win,1,0.00,12.00,20.00,20.00
CAT,PLAYER_MAGE,1,3,b_win,1,0.00,12.00,20.00,20.00
CAT,PLAYER_MAGE,1,4,b_win,1,0.00,12.00,20.00,20.00
CAT,PLAYER_ROGUE,1,0,b_win,1,0.00,12.00,21.00,21.00
CAT,PLAYER_ROGUE,1,1,b_win,1,0.00,12.00,21.00,21.00
CAT,PLAYER_ROGUE,1,2,b_win,1,0.00,12.00,21.00,21.00
CAT,PLAYER_ROGUE,1,3,b_win,1,0.00,12.00,21.00,21.00
CAT,PLAYER_ROGUE,1,4,b_win,1,0.00,12.00,21.00,21.00
CAT,PLAYER_WARRIOR,1,0,b_win,8,0.00,12.00,25.00,25.00
CAT,PLAYER_WARRIOR,1,1,b_win,6,0.00,12.00,25.00,25.00
CAT,PLAYER_WARRIOR,1,2,b_win,6,0.00,12.00,25.00,25.00
CAT,PLAYER_WARRIOR,1,3,b_win,4,0.00,12.00,25.00,25.00
CAT,PLAYER_WARRIOR,1,4,b_win,4,0.00,12.00,25.00,25.00
CAT,RAT,1,0,b_win,9,0.00,12.00,7.00,8.00
CAT,RAT,1,1,b_win,11,0.00,12.00,2.00,8.00
CAT,RAT,1,2,a_win,13,0.40,12.00,0.00,8.00
CAT,RAT,1,3,a_win,9,0.20,12.00,0.00,8.00
CAT,RAT,1,4,b_win,7,0.00,12.00,1.00,8.00
CAT,RED_ANT,1,0,b_win,30,0.00,12.00,5.00,11.00
CAT,RED_ANT,1,1,b_win,16,0.00,12.00,5.00,11.00
CAT,RED_ANT,1,2,b_win,15,0.00,12.00,9.00,11.00
CAT,RED_ANT,1,3,b_win,13,0.00,12.00,9.00,11.00
CAT,RED_ANT,1,4,b_win,15,0.00,12.00,9.00,11.00
CAT,SOLDIER_BUG,1,0,b_win,18,0.00,12.00,13.00,15.00
CAT,SOLDIER_BUG,1,1,b_win,11,0.00,12.00,11.00,15.00
CAT,SOLDIER_BUG,1,2,b_win,28,0.00,12.00,6.00,15.00
CAT,SOLDIER_BUG,1,3,b_win,12,0.00,12.00,9.00,15.00
CAT,SOLDIER_BUG,1,4,b_win,12,0.00,12.00,12.00,15.00
CAT,SPIDER,1,0,a_win,6,1.60,12.00,0.00,6.00
CAT,SPIDER,1,1,b_win,6,0.00,12.00,5.00,6.00
